Species 1,Species 2,Dist,Std. Err
JQ513342.1,FJ882599.1,0.0320931324,0.0060104150
JQ513341.1,FJ882599.1,0.0288545047,0.0056641120
JQ513340.1,FJ882599.1,0.0278048113,0.0054616071
JQ513339.1,FJ882599.1,0.0351852138,0.0064052993
JQ513337.1,FJ882599.1,0.0165088500,0.0040636911
JQ513336.1,FJ882599.1,0.0175120086,0.0041321738
JQ513335.1,FJ882599.1,0.0135363039,0.0036214262
JQ513334.1,FJ882599.1,0.0155270740,0.0038663491
JQ513333.1,FJ882599.1,0.0268017058,0.0053854461
JQ513332.1,FJ882599.1,0.0298625848,0.0056899839
JQ513330.1,FJ882599.1,0.0288545047,0.0056250841
JN819409.1,FJ882599.1,0.0165755703,0.0041939775
JN819406.1,FJ882599.1,0.0299083969,0.0057218410
GQ868585.1,FJ882599.1,0.0300086866,0.0057610483
GQ868584.1,FJ882599.1,0.0196146175,0.0045031702
GQ868582.1,FJ882599.1,0.0195836254,0.0044604643
GQ868579.1,FJ882599.1,0.0175576037,0.0042411704
GQ868645.1,FJ882599.1,0.0332086349,0.0060738334
GQ868644.1,FJ882599.1,0.0321376931,0.0059378767
GQ252675.1,FJ882599.1,0.0278493092,0.0052324365
GQ199885.1,FJ882599.1,0.0076684206,0.0026321577
GQ199884.1,FJ882599.1,0.0086428780,0.0028486297
GQ199883.1,FJ882599.1,0.0076684206,0.0026551185
GQ199882.1,FJ882599.1,0.0066976968,0.0024628017
GQ199881.1,FJ882599.1,0.0086428780,0.0028112208
GQ199880.1,FJ882599.1,0.0299571000,0.0054790939
GQ199879.1,FJ882599.1,0.0289010989,0.0053710075
GQ199876.1,FJ882599.1,0.0268017058,0.0053674748
FJ882601.1,FJ882599.1,0.0115734990,0.0033930665
FJ882600.1,FJ882599.1,0.0125466948,0.0034141365
PZ049732.1,FJ882597.1,0.0730679477,0.0098481940
PX480447.1,FJ882597.1,0.0662610628,0.0093617694
PX480446.1,FJ882597.1,0.0662610628,0.0093388335
PX480445.1,FJ882597.1,0.0699160876,0.0095881618
PX480444.1,FJ882597.1,0.0650531344,0.0092876802
PX480443.1,FJ882597.1,0.0696503324,0.0096760427
PX480442.1,FJ882597.1,0.0650531344,0.0092825134
PX480441.1,FJ882597.1,0.0662610628,0.0092899048
PX480440.1,FJ882597.1,0.0699160876,0.0097440237
PX480439.1,FJ882597.1,0.0614601245,0.0088929158
PX480438.1,FJ882597.1,0.0624179511,0.0090377973
PX480437.1,FJ882597.1,0.0650531344,0.0093201154
PX683084.1,FJ882597.1,0.0769611685,0.0117695097
PX683079.1,FJ882597.1,0.0686925058,0.0096527326
PX683071.1,FJ882597.1,0.0688403120,0.0096698721
PX683067.1,FJ882597.1,0.0753209569,0.0115788215
PX492106.1,FJ882597.1,0.0135939168,0.0036814732
PX368925.1,FJ882597.1,0.0745765097,0.0102204112
PX297388.1,FJ882597.1,0.0321376931,0.0059457015
PV789651.1,FJ882597.1,0.1079925354,0.0127649437
PV344375.1,FJ882597.1,0.0662610628,0.0092855821
PV344355.1,FJ882597.1,0.1030990214,0.0121206925
PV344354.1,FJ882597.1,0.1017507481,0.0119950251
PP128486.1,FJ882597.1,0.0494574142,0.0079637936
PV138436.1,FJ882597.1,0.1009454296,0.0123405247
PQ667806.1,FJ882597.1,0.0135939168,0.0036385585
PQ555702.1,FJ882597.1,0.0566336187,0.0087351785
PP586203.1,FJ882597.1,0.0969457880,0.0116427562
PQ357326.1,FJ882597.1,0.0797418244,0.0103219121
ON799403.1,FJ882597.1,0.0958138875,0.0115507510
ON799402.1,FJ882597.1,0.0974311250,0.0120433203
ON123668.1,FJ882597.1,0.0997829484,0.0121011884
OL314747.1,FJ882597.1,0.0744377280,0.0102149222
OL314746.1,FJ882597.1,0.0673449701,0.0096376906
OL314745.1,FJ882597.1,0.0708739142,0.0100250355
OL314744.1,FJ882597.1,0.0708739142,0.0100593403
OL314743.1,FJ882597.1,0.0732008682,0.0102640467
OL314742.1,FJ882597.1,0.0649291050,0.0094031121
OL314741.1,FJ882597.1,0.0719693454,0.0101533104
OL314740.1,FJ882597.1,0.0721027814,0.0096957969
OL314739.1,FJ882597.1,0.0707431252,0.0100238500
OL314738.1,FJ882597.1,0.0695221734,0.0098877563
OL314737.1,FJ882597.1,0.0660109610,0.0096058526
OL314736.1,FJ882597.1,0.0624179511,0.0093155959
OL314735.1,FJ882597.1,0.0672188895,0.0096469477
OP411002.1,FJ882597.1,0.0697816392,0.0098813465
OP411001.1,FJ882597.1,0.0579125957,0.0085524833
OP411000.1,FJ882597.1,0.1036542158,0.0123987362
OP410999.1,FJ882597.1,0.0567400440,0.0087683109
ON908246.1,FJ882597.1,0.0936299232,0.0115188756
ON908242.1,FJ882597.1,0.0927995288,0.0117212628
ON908241.1,FJ882597.1,0.0901921085,0.0114569001
ON908240.1,FJ882597.1,0.0989032722,0.0117601540
ON908239.1,FJ882597.1,0.0710078595,0.0097867932
MZ215848.1,FJ882597.1,0.3785140562,0.0317805269
OK469362.1,FJ882597.1,0.0473629424,0.0076412296
OK469361.1,FJ882597.1,0.0464051158,0.0075538813
OK469360.1,FJ882597.1,0.0185976292,0.0043499587
OK469359.1,FJ882597.1,0.0166079583,0.0041013880
OK469358.1,FJ882597.1,0.0766488274,0.0103843058
OK605771.1,FJ882597.1,0.0847613219,0.0111020911
OK605770.1,FJ882597.1,0.0186294373,0.0043611749
OK605769.1,FJ882597.1,0.0791495467,0.0103707783
OK605767.1,FJ882597.1,0.0289505703,0.0056978094
MW192825.1,FJ882597.1,0.1007630494,0.0121890660
MW793460.1,FJ882597.1,0.0247600942,0.0051827658
MW793459.1,FJ882597.1,0.0257582636,0.0052528748
MN192436.1,FJ882597.1,0.0227295762,0.0049250080
MN018398.1,FJ882597.1,0.1020437552,0.0122152832
MN018397.1,FJ882597.1,0.0989032722,0.0118136940
MN018396.1,FJ882597.1,0.0726883279,0.0098269904
MN018395.1,FJ882597.1,0.0924806202,0.0115687308
MN018394.1,FJ882597.1,0.1153471068,0.0133947736
MN018393.1,FJ882597.1,0.0695221734,0.0095788567
MN018392.1,FJ882597.1,0.0972540756,0.0120517270
MN018391.1,FJ882597.1,0.0979117415,0.0119031603
MN018390.1,FJ882597.1,0.0900367569,0.0111367142
MH891769.1,FJ882597.1,0.1050178540,0.0124290842
NC 002640.1,FJ882597.1,0.0155963345,0.0039488550
MK514144.1,FJ882597.1,0.0311871227,0.0057964958
MK506266.1,FJ882597.1,0.0718390805,0.0097390005
MH823210.1,FJ882597.1,0.0683064561,0.0094636990
MH888334.1,FJ882597.1,0.0613437358,0.0088559693
MG601754.1,FJ882597.1,0.0950996678,0.0114737366
KY451945.1,FJ882597.1,0.0952632830,0.0116407975
KP188564.1,FJ882597.1,0.0333333333,0.0061416831
KP188561.1,FJ882597.1,0.0354969574,0.0062028132
KP188559.1,FJ882597.1,0.0322613598,0.0059318819
KT794007.1,FJ882597.1,0.0333333333,0.0060533434
KT276273.1,FJ882597.1,0.0237647698,0.0049381188
KJ160504.1,FJ882597.1,0.0165282800,0.0039969108
KF955510.1,FJ882597.1,0.0851933459,0.0110342122
JQ513345.1,FJ882597.1,0.0904559450,0.0112269392
JQ513344.1,FJ882597.1,0.0331287494,0.0059350706
JQ513343.1,FJ882597.1,0.0277631917,0.0054406964
JQ513342.1,FJ882597.1,0.0269004847,0.0053381883
JQ513341.1,FJ882597.1,0.0237228476,0.0049571424
JQ513340.1,FJ882597.1,0.0226897008,0.0047957907
JQ513339.1,FJ882597.1,0.0299571000,0.0057335846
JQ513337.1,FJ882597.1,0.0115734990,0.0034114407
JQ513336.1,FJ882597.1,0.0125611949,0.0035014513
JQ513335.1,FJ882597.1,0.0086428780,0.0029890657
JQ513334.1,FJ882597.1,0.0106030800,0.0032760455
JQ513333.1,FJ882597.1,0.0216984702,0.0047079696
JQ513332.1,FJ882597.1,0.0247189579,0.0050219627
JQ513330.1,FJ882597.1,0.0237228476,0.0049313038
JN819409.1,FJ882597.1,0.0116279070,0.0035102757
JN819406.1,FJ882597.1,0.0247600942,0.0050353595
GQ868585.1,FJ882597.1,0.0248508946,0.0050738139
GQ868584.1,FJ882597.1,0.0146198830,0.0038793654
GQ868582.1,FJ882597.1,0.0145931759,0.0038056332
GQ868579.1,FJ882597.1,0.0125985346,0.0036231321
GQ868645.1,FJ882597.1,0.0280000000,0.0054037017
GQ868644.1,FJ882597.1,0.0269461078,0.0052659845
GQ252675.1,FJ882597.1,0.0227295762,0.0046509594
GQ199885.1,FJ882597.1,0.0028571429,0.0016813535
GQ199884.1,FJ882597.1,0.0038167939,0.0019748181
GQ199883.1,FJ882597.1,0.0028571429,0.0016787501
GQ199882.1,FJ882597.1,0.0019011407,0.0013527437
GQ199881.1,FJ882597.1,0.0038167939,0.0019289683
GQ199880.1,FJ882597.1,0.0248040755,0.0049095072
GQ199879.1,FJ882597.1,0.0237647698,0.0047998272
GQ199876.1,FJ882597.1,0.0216984702,0.0047203114
FJ882601.1,FJ882597.1,0.0067064063,0.0025361421
FJ882600.1,FJ882597.1,0.0076684206,0.0026700590
FJ882599.1,FJ882597.1,0.0086428780,0.0028173907
PZ049732.1,FJ882596.1,0.0743021346,0.0100475856
PX480447.1,FJ882596.1,0.0699160876,0.0097889075
PX480446.1,FJ882596.1,0.0674741755,0.0095345552
PX480445.1,FJ882596.1,0.0711449548,0.0098355199
PX480444.1,FJ882596.1,0.0662610628,0.0095567722
PX480443.1,FJ882596.1,0.0684320021,0.0097728383
PX480442.1,FJ882596.1,0.0662610628,0.0094906512
PX480441.1,FJ882596.1,0.0674741755,0.0095192931
PX480440.1,FJ882596.1,0.0711449548,0.0099614603
PX480439.1,FJ882596.1,0.0626526980,0.0090910567
PX480438.1,FJ882596.1,0.0636105246,0.0092777119
PX480437.1,FJ882596.1,0.0662610628,0.0095099975
PX683084.1,FJ882596.1,0.0769611685,0.0119751932
PX683079.1,FJ882596.1,0.0699160876,0.0099528298
PX683071.1,FJ882596.1,0.0700668518,0.0099714850
PX683067.1,FJ882596.1,0.0753209569,0.0118033147
PX492106.1,FJ882596.1,0.0145931759,0.0037468547
PX368925.1,FJ882596.1,0.0758214404,0.0103765350
PX297388.1,FJ882596.1,0.0332086349,0.0060782143
PV789651.1,FJ882596.1,0.1093623931,0.0130884039
PV344375.1,FJ882596.1,0.0674741755,0.0095586508
PV344355.1,FJ882596.1,0.1017507481,0.0121545043
PV344354.1,FJ882596.1,0.1004085481,0.0120606660
PP128486.1,FJ882596.1,0.0505914055,0.0079686688
PV138436.1,FJ882596.1,0.1050178540,0.0127490365
PQ667806.1,FJ882596.1,0.0145931759,0.0037640139
PQ555702.1,FJ882596.1,0.0578037031,0.0089563169
PP586203.1,FJ882596.1,0.0982611595,0.0119439444
PQ357326.1,FJ882596.1,0.0810114474,0.0105908219
ON799403.1,FJ882596.1,0.0971445292,0.0118497051
ON799402.1,FJ882596.1,0.0987725349,0.0123469978
ON123668.1,FJ882596.1,0.1011312217,0.0124288441
OL314747.1,FJ882596.1,0.0756799596,0.0104670037
OL314746.1,FJ882596.1,0.0685606874,0.0098357190
OL314745.1,FJ882596.1,0.0721027814,0.0101752309
OL314744.1,FJ882596.1,0.0721027814,0.0102492987
OL314743.1,FJ882596.1,0.0744377280,0.0104722328
OL314742.1,FJ882596.1,0.0661344538,0.0096048983
OL314741.1,FJ882596.1,0.0732008682,0.0103636235
OL314740.1,FJ882596.1,0.0733369684,0.0098165818
OL314739.1,FJ882596.1,0.0719693454,0.0102366944
OL314738.1,FJ882596.1,0.0707431252,0.0101096430
OL314737.1,FJ882596.1,0.0672188895,0.0098519197
OL314736.1,FJ882596.1,0.0636105246,0.0095536718
OL314735.1,FJ882596.1,0.0684320021,0.0099130761
OP411002.1,FJ882596.1,0.0710078595,0.0100385889
OP411001.1,FJ882596.1,0.0590901052,0.0088043153
OP411000.1,FJ882596.1,0.1050178540,0.0126839472
OP410999.1,FJ882596.1,0.0579125957,0.0089533228
ON908246.1,FJ882596.1,0.0949394422,0.0118633590
ON908242.1,FJ882596.1,0.0941119691,0.0119425388
ON908241.1,FJ882596.1,0.0914929215,0.0116685841
ON908240.1,FJ882596.1,0.1002364389,0.0121155725
ON908239.1,FJ882596.1,0.0722393822,0.0100410611
MZ215848.1,FJ882596.1,0.3809164149,0.0320958441
OK469362.1,FJ882596.1,0.0484922479,0.0076354564
OK469361.1,FJ882596.1,0.0475344213,0.0075916954
OK469360.1,FJ882596.1,0.0196146175,0.0044059370
OK469359.1,FJ882596.1,0.0176190476,0.0041571691
OK469358.1,FJ882596.1,0.0778964659,0.0106358856
OK605771.1,FJ882596.1,0.0885954104,0.0116159932
OK605770.1,FJ882596.1,0.0196484246,0.0044474322
OK605769.1,FJ882596.1,0.0804081055,0.0105368650
OK605767.1,FJ882596.1,0.0300086866,0.0057514058
MW192825.1,FJ882596.1,0.1021113227,0.0124655515
MW793460.1,FJ882596.1,0.0258014650,0.0052978842
MW793459.1,FJ882596.1,0.0268017058,0.0053710963
MN192436.1,FJ882596.1,0.0237647698,0.0051059022
MN018398.1,FJ882596.1,0.1033968605,0.0123988965
MN018397.1,FJ882596.1,0.1002364389,0.0120663151
MN018396.1,FJ882596.1,0.0739145481,0.0099908478
MN018395.1,FJ882596.1,0.0937872274,0.0118723525
MN018394.1,FJ882596.1,0.1167390714,0.0137072896
MN018393.1,FJ882596.1,0.0707431252,0.0097917882
MN018392.1,FJ882596.1,0.0985753391,0.0123752250
MN018391.1,FJ882596.1,0.0992449082,0.0121962715
MN018390.1,FJ882596.1,0.0913346872,0.0113279653
MH891769.1,FJ882596.1,0.1063877117,0.0127264993
NC 002640.1,FJ882596.1,0.0166034156,0.0040369626
MK514144.1,FJ882596.1,0.0322580645,0.0059978375
MK506266.1,FJ882596.1,0.0730679477,0.0099296380
MH823210.1,FJ882596.1,0.0695221734,0.0096586085
MH888334.1,FJ882596.1,0.0625337787,0.0090189833
MG601754.1,FJ882596.1,0.0964179803,0.0118176749
KY451945.1,FJ882596.1,0.0965845465,0.0119608582
KP188564.1,FJ882596.1,0.0344129555,0.0063733848
KP188561.1,FJ882596.1,0.0365853659,0.0064118462
KP188559.1,FJ882596.1,0.0333367614,0.0061205220
KT794007.1,FJ882596.1,0.0344129555,0.0062600097
KT276273.1,FJ882596.1,0.0248040755,0.0051448820
KJ160504.1,FJ882596.1,0.0165282800,0.0040321813
KF955510.1,FJ882596.1,0.0864741796,0.0113270923
JQ513345.1,FJ882596.1,0.0917424398,0.0114756673
JQ513344.1,FJ882596.1,0.0342008352,0.0061517562
JQ513343.1,FJ882596.1,0.0288107951,0.0056323463
JQ513342.1,FJ882596.1,0.0279523810,0.0055321284
JQ513341.1,FJ882596.1,0.0247600942,0.0051349589
JQ513340.1,FJ882596.1,0.0237228476,0.0049782922
JQ513339.1,FJ882596.1,0.0310173377,0.0059122336
JQ513337.1,FJ882596.1,0.0125611949,0.0035212762
JQ513336.1,FJ882596.1,0.0135527227,0.0036330363
JQ513335.1,FJ882596.1,0.0096210906,0.0030825032
JQ513334.1,FJ882596.1,0.0115888682,0.0033990289
JQ513333.1,FJ882596.1,0.0227295762,0.0048677366
JQ513332.1,FJ882596.1,0.0257582636,0.0051922617
JQ513330.1,FJ882596.1,0.0247600942,0.0050908456
JN819409.1,FJ882596.1,0.0126213592,0.0036411550
JN819406.1,FJ882596.1,0.0258014650,0.0051909577
GQ868585.1,FJ882596.1,0.0258964143,0.0052831836
GQ868584.1,FJ882596.1,0.0156250000,0.0039904169
GQ868582.1,FJ882596.1,0.0155963345,0.0039081025
GQ868579.1,FJ882596.1,0.0135939168,0.0037037140
GQ868645.1,FJ882596.1,0.0290581162,0.0055949873
GQ868644.1,FJ882596.1,0.0280000000,0.0054581905
GQ252675.1,FJ882596.1,0.0237647698,0.0047311513
GQ199885.1,FJ882596.1,0.0038167939,0.0019107388
GQ199884.1,FJ882596.1,0.0047801147,0.0021950030
GQ199883.1,FJ882596.1,0.0038167939,0.0019470925
GQ199882.1,FJ882596.1,0.0028571429,0.0016667380
GQ199881.1,FJ882596.1,0.0047801147,0.0021410430
GQ199880.1,FJ882596.1,0.0258475176,0.0049869604
GQ199879.1,FJ882596.1,0.0248040755,0.0048714692
GQ199876.1,FJ882596.1,0.0227295762,0.0048531302
FJ882601.1,FJ882596.1,0.0076789943,0.0027688720
FJ882600.1,FJ882596.1,0.0086428780,0.0028567315
FJ882599.1,FJ882596.1,0.0096210906,0.0029452740
FJ882597.1,FJ882596.1,0.0047801147,0.0021462157
PZ049732.1,FJ882595.1,0.0718390805,0.0097354755
PX480447.1,FJ882595.1,0.0674741755,0.0095098273
PX480446.1,FJ882595.1,0.0650531344,0.0092865064
PX480445.1,FJ882595.1,0.0686925058,0.0095901003
PX480444.1,FJ882595.1,0.0638503571,0.0092594988
PX480443.1,FJ882595.1,0.0660109610,0.0095120099
PX480442.1,FJ882595.1,0.0638503571,0.0092093358
PX480441.1,FJ882595.1,0.0650531344,0.0092390169
PX480440.1,FJ882595.1,0.0686925058,0.0097113016
PX480439.1,FJ882595.1,0.0602726042,0.0088500699
PX480438.1,FJ882595.1,0.0612304308,0.0089963537
PX480437.1,FJ882595.1,0.0638503571,0.0092539662
PX683084.1,FJ882595.1,0.0736900646,0.0115395697
PX683079.1,FJ882595.1,0.0674741755,0.0096468351
PX683071.1,FJ882595.1,0.0676190476,0.0096648751
PX683067.1,FJ882595.1,0.0720684125,0.0113633571
PX492106.1,FJ882595.1,0.0125985346,0.0034648650
PX368925.1,FJ882595.1,0.0733369684,0.0100826436
PX297388.1,FJ882595.1,0.0310710523,0.0058293047
PV789651.1,FJ882595.1,0.1066288973,0.0126880858
PV344375.1,FJ882595.1,0.0650531344,0.0092190345
PV344355.1,FJ882595.1,0.1017507481,0.0120853431
PV344354.1,FJ882595.1,0.1004085481,0.0119834856
PP128486.1,FJ882595.1,0.0483281087,0.0077525930
PV138436.1,FJ882595.1,0.1022967550,0.0124484277
PQ667806.1,FJ882595.1,0.0125985346,0.0035094771
PQ555702.1,FJ882595.1,0.0554684455,0.0086981138
PP586203.1,FJ882595.1,0.0956362690,0.0115988766
PQ357326.1,FJ882595.1,0.0784777518,0.0103241810
ON799403.1,FJ882595.1,0.0944892061,0.0115839449
ON799402.1,FJ882595.1,0.0960957508,0.0120646079
ON123668.1,FJ882595.1,0.0984407484,0.0121466319
OL314747.1,FJ882595.1,0.0732008682,0.0101990222
OL314746.1,FJ882595.1,0.0661344538,0.0095697288
OL314745.1,FJ882595.1,0.0696503324,0.0099026875
OL314744.1,FJ882595.1,0.0696503324,0.0099886883
OL314743.1,FJ882595.1,0.0719693454,0.0101806818
OL314742.1,FJ882595.1,0.0637288909,0.0093430052
OL314741.1,FJ882595.1,0.0707431252,0.0100750483
OL314740.1,FJ882595.1,0.0708739142,0.0095989013
OL314739.1,FJ882595.1,0.0695221734,0.0099534497
OL314738.1,FJ882595.1,0.0683064561,0.0098323368
OL314737.1,FJ882595.1,0.0648081837,0.0095604599
OL314736.1,FJ882595.1,0.0612304308,0.0092652999
OL314735.1,FJ882595.1,0.0660109610,0.0096125149
OP411002.1,FJ882595.1,0.0685606874,0.0097864027
OP411001.1,FJ882595.1,0.0567400440,0.0085215105
OP411000.1,FJ882595.1,0.1022967550,0.0123728808
OP410999.1,FJ882595.1,0.0555724191,0.0086832667
ON908246.1,FJ882595.1,0.0923262179,0.0114890518
ON908242.1,FJ882595.1,0.0914929215,0.0116372451
ON908241.1,FJ882595.1,0.0888970513,0.0113627945
ON908240.1,FJ882595.1,0.0975760771,0.0117237873
ON908239.1,FJ882595.1,0.0697816392,0.0097679359
MZ215848.1,FJ882595.1,0.3785140562,0.0317938664
OK469362.1,FJ882595.1,0.0462382939,0.0074309618
OK469361.1,FJ882595.1,0.0452804672,0.0073888265
OK469360.1,FJ882595.1,0.0175846212,0.0041589778
OK469359.1,FJ882595.1,0.0156008185,0.0039075044
OK469358.1,FJ882595.1,0.0754065958,0.0103465741
OK605771.1,FJ882595.1,0.0860337337,0.0113101349
OK605770.1,FJ882595.1,0.0176144421,0.0042092547
OK605769.1,FJ882595.1,0.0778964659,0.0102690059
OK605767.1,FJ882595.1,0.0278966781,0.0055014907
MW192825.1,FJ882595.1,0.0994208494,0.0121668764
MW793460.1,FJ882595.1,0.0237228476,0.0050931546
MW793459.1,FJ882595.1,0.0247189579,0.0051708661
MN192436.1,FJ882595.1,0.0216984702,0.0048034415
MN018398.1,FJ882595.1,0.1006967587,0.0121493761
MN018397.1,FJ882595.1,0.0975760771,0.0117483529
MN018396.1,FJ882595.1,0.0714673761,0.0097333294
MN018395.1,FJ882595.1,0.0911798071,0.0115494215
MN018394.1,FJ882595.1,0.1139615128,0.0133850349
MN018393.1,FJ882595.1,0.0683064561,0.0095332185
MN018392.1,FJ882595.1,0.0959387041,0.0120272582
MN018391.1,FJ882595.1,0.0965845465,0.0118456321
MN018390.1,FJ882595.1,0.0887445633,0.0110972448
MH891769.1,FJ882595.1,0.1036542158,0.0124073346
NC 002640.1,FJ882595.1,0.0145931759,0.0037588866
MK514144.1,FJ882595.1,0.0301204819,0.0057153276
MK506266.1,FJ882595.1,0.0706154987,0.0096300923
MH823210.1,FJ882595.1,0.0670959397,0.0094177458
MH888334.1,FJ882595.1,0.0601587302,0.0087456876
MG601754.1,FJ882595.1,0.0937872274,0.0114476311
KY451945.1,FJ882595.1,0.0939479115,0.0116155501
KP188564.1,FJ882595.1,0.0322580645,0.0060947592
KP188561.1,FJ882595.1,0.0344129555,0.0061467597
KP188559.1,FJ882595.1,0.0311902902,0.0058415935
KT794007.1,FJ882595.1,0.0322580645,0.0059836439
KT276273.1,FJ882595.1,0.0227295762,0.0048276045
KJ160504.1,FJ882595.1,0.0155270740,0.0038886482
KF955510.1,FJ882595.1,0.0839181361,0.0110158014
JQ513345.1,FJ882595.1,0.0891751112,0.0112145926
JQ513344.1,FJ882595.1,0.0320609734,0.0058717002
JQ513343.1,FJ882595.1,0.0267197495,0.0053604244
JQ513342.1,FJ882595.1,0.0258527794,0.0052545392
JQ513341.1,FJ882595.1,0.0226897008,0.0048365713
JQ513340.1,FJ882595.1,0.0216606295,0.0046739400
JQ513339.1,FJ882595.1,0.0289010989,0.0056508214
JQ513337.1,FJ882595.1,0.0105896129,0.0032081723
JQ513336.1,FJ882595.1,0.0115734990,0.0033242619
JQ513335.1,FJ882595.1,0.0076684206,0.0027324083
JQ513334.1,FJ882595.1,0.0096210906,0.0030602881
JQ513333.1,FJ882595.1,0.0206714276,0.0045748603
JQ513332.1,FJ882595.1,0.0236837643,0.0049183150
JQ513330.1,FJ882595.1,0.0226897008,0.0048073671
JN819409.1,FJ882595.1,0.0106382979,0.0033035686
JN819406.1,FJ882595.1,0.0237228476,0.0049273314
GQ868585.1,FJ882595.1,0.0238095238,0.0049985489
GQ868584.1,FJ882595.1,0.0136186770,0.0037105764
GQ868582.1,FJ882595.1,0.0135939168,0.0036173948
GQ868579.1,FJ882595.1,0.0116070067,0.0033856573
GQ868645.1,FJ882595.1,0.0269461078,0.0053116583
GQ868644.1,FJ882595.1,0.0258964143,0.0051694650
GQ252675.1,FJ882595.1,0.0216984702,0.0045134357
GQ199885.1,FJ882595.1,0.0019011407,0.0013305687
GQ199884.1,FJ882595.1,0.0028571429,0.0016594310
GQ199883.1,FJ882595.1,0.0019011407,0.0013428476
GQ199882.1,FJ882595.1,0.0009487666,0.0009619450
GQ199881.1,FJ882595.1,0.0028571429,0.0015955973
GQ199880.1,FJ882595.1,0.0237647698,0.0047840475
GQ199879.1,FJ882595.1,0.0227295762,0.0046743462
GQ199876.1,FJ882595.1,0.0206714276,0.0045900886
FJ882601.1,FJ882595.1,0.0057375412,0.0023531240
FJ882600.1,FJ882595.1,0.0066976968,0.0025176027
FJ882599.1,FJ882595.1,0.0076684206,0.0026569889
FJ882597.1,FJ882595.1,0.0028571429,0.0016696460
FJ882596.1,FJ882595.1,0.0019011407,0.0013872819
PZ049732.1,FJ882592.1,0.0856550202,0.0110304975
PX480447.1,FJ882592.1,0.0748636138,0.0101519748
PX480446.1,FJ882592.1,0.0723791418,0.0099225929
PX480445.1,FJ882592.1,0.0736186831,0.0098858442
PX480444.1,FJ882592.1,0.0711449548,0.0098723766
PX480443.1,FJ882592.1,0.0758214404,0.0102795167
PX480442.1,FJ882592.1,0.0711449548,0.0098248337
PX480441.1,FJ882592.1,0.0723791418,0.0098311366
PX480440.1,FJ882592.1,0.0736186831,0.0099035521
PX480439.1,FJ882592.1,0.0699160876,0.0096120190
PX480438.1,FJ882592.1,0.0660109610,0.0093596582
PX480437.1,FJ882592.1,0.0711449548,0.0099294559
PX683084.1,FJ882592.1,0.0819385254,0.0124477208
PX683079.1,FJ882592.1,0.0773697843,0.0103671834
PX683071.1,FJ882592.1,0.0775388142,0.0103882254
PX683067.1,FJ882592.1,0.0802698713,0.0122819622
PX492106.1,FJ882592.1,0.0248040755,0.0051119536
PX368925.1,FJ882592.1,0.0808557654,0.0106329356
PX297388.1,FJ882592.1,0.0441604469,0.0071496937
PV789651.1,FJ882592.1,0.1135097119,0.0135182588
PV344375.1,FJ882592.1,0.0699160876,0.0096281167
PV344355.1,FJ882592.1,0.1085536795,0.0129692203
PV344354.1,FJ882592.1,0.1071806961,0.0129207097
PP128486.1,FJ882592.1,0.0621955971,0.0089817693
PV138436.1,FJ882592.1,0.1091462567,0.0130046865
PQ667806.1,FJ882592.1,0.0248040755,0.0050930992
PQ555702.1,FJ882592.1,0.0649291050,0.0091400936
PP586203.1,FJ882592.1,0.1022427847,0.0125014006
PQ357326.1,FJ882592.1,0.0861461794,0.0107468068
ON799403.1,FJ882592.1,0.1038885668,0.0123935381
ON799402.1,FJ882592.1,0.1028333898,0.0125070266
ON123668.1,FJ882592.1,0.1079651470,0.0129794786
OL314747.1,FJ882592.1,0.0807033104,0.0106929166
OL314746.1,FJ882592.1,0.0734762421,0.0101111543
OL314745.1,FJ882592.1,0.0795889221,0.0105802670
OL314744.1,FJ882592.1,0.0795889221,0.0106232544
OL314743.1,FJ882592.1,0.0819729333,0.0107952570
OL314742.1,FJ882592.1,0.0710078595,0.0097961719
OL314741.1,FJ882592.1,0.0807033104,0.0106702555
OL314740.1,FJ882592.1,0.0834061943,0.0106074238
OL314739.1,FJ882592.1,0.0794392377,0.0105595643
OL314738.1,FJ882592.1,0.0756799596,0.0102490877
OL314737.1,FJ882592.1,0.0721027814,0.0099925712
OL314736.1,FJ882592.1,0.0684320021,0.0096805542
OL314735.1,FJ882592.1,0.0733369684,0.0100333259
OP411002.1,FJ882592.1,0.0759661122,0.0102560280
OP411001.1,FJ882592.1,0.0662610628,0.0093432593
OP411000.1,FJ882592.1,0.1091462567,0.0130069628
OP410999.1,FJ882592.1,0.0626526980,0.0090692384
ON908246.1,FJ882592.1,0.0989032722,0.0123598191
